time_s,decimated_V,nn_kalman_V,fixed_kalman_V
1.01520000,2.43164062,2.43164924,2.43164062
1.01560000,2.43164062,2.43164842,2.43164062
1.01600000,2.43164062,2.43164768,2.43164062
1.01640000,2.43164062,2.43164701,2.43164062
1.01680000,2.43164062,2.43164640,2.43164062
1.01720000,2.43164062,2.43164585,2.43164062
1.01760000,2.43164062,2.43164536,2.43164062
1.01800000,2.43164062,2.43164491,2.43164062
1.01840000,2.43164062,2.43164450,2.43164062
1.01880000,2.43164062,2.43164413,2.43164062
1.01920000,2.43164062,2.43164380,2.43164062
1.01960000,2.43164062,2.43164349,2.43164062
1.02000000,2.43164062,2.43164322,2.43164062
1.02040000,2.43164062,2.43164297,2.43164062
1.02080000,2.43164062,2.43164275,2.43164062
1.02120000,2.43164062,2.43164255,2.43164062
1.02160000,2.43164062,2.43164237,2.43164062
1.02200000,2.43164062,2.43164220,2.43164062
1.02240000,2.43164062,2.43164205,2.43164062
1.02280000,2.43164062,2.43164191,2.43164062
1.02320000,2.43164062,2.43164179,2.43164062
1.02360000,2.43164062,2.43164168,2.43164062
1.02400000,2.43164062,2.43164158,2.43164062
1.02440000,2.43164062,2.43164149,2.43164062
1.02480000,2.43164062,2.43164141,2.43164062
1.02520000,2.43164062,2.43164133,2.43164062
1.02560000,2.43164062,2.43164127,2.43164062
1.02600000,2.43164062,2.43164120,2.43164062
1.02640000,2.43164062,2.43164115,2.43164062
1.02680000,2.43164062,2.43164110,2.43164062
1.02720000,2.43164062,2.43164105,2.43164062
1.02760000,2.43164062,2.43164101,2.43164062
1.02800000,2.43164062,2.43164098,2.43164062
1.02840000,2.43164062,2.43164094,2.43164062
1.02880000,2.43164062,2.43164091,2.43164062
1.02920000,2.43164062,2.43164089,2.43164062
1.02960000,2.43164062,2.43164086,2.43164062
1.03000000,2.43164062,2.43164084,2.43164062
1.03040000,2.43164062,2.43164082,2.43164062
1.03080000,2.43164062,2.43164080,2.43164062
1.03120000,2.43164062,2.43164078,2.43164062
1.03160000,2.43164062,2.43164077,2.43164062
1.03200000,2.43164062,2.43164075,2.43164062
1.03240000,2.43164062,2.43164074,2.43164062
1.03280000,2.43164062,2.43164073,2.43164062
1.03320000,2.43164062,2.43164072,2.43164062
1.03360000,2.43164062,2.43164071,2.43164062
1.03400000,2.43164062,2.43164070,2.43164062
1.03440000,2.43164062,2.43164070,2.43164062
1.03480000,2.43164062,2.43164069,2.43164062
1.03520000,2.43164062,2.43164068,2.43164062
1.03560000,2.43164062,2.43164068,2.43164062
1.03600000,2.43164062,2.43164067,2.43164062
1.03640000,2.43164062,2.43164067,2.43164062
1.03680000,2.43164062,2.43164066,2.43164062
1.03720000,2.43164062,2.43164066,2.43164062
1.03760000,2.43164062,2.43164066,2.43164062
1.03800000,2.43164062,2.43164065,2.43164062
1.03840000,2.43164062,2.43164065,2.43164062
1.03880000,2.43164062,2.43164065,2.43164062
1.03920000,2.43164062,2.43164065,2.43164062
1.03960000,2.43164062,2.43164064,2.43164062
1.04000000,2.43164062,2.43164064,2.43164062
1.04040000,2.44628906,2.43303407,2.44628028
1.04080000,2.45117188,2.43476309,2.45116894
1.04120000,2.45117188,2.43633263,2.45117187
1.04160000,2.45117188,2.43777680,2.45117187
1.04200000,2.45117188,2.43914082,2.45117187
1.04240000,2.45117188,2.44051893,2.45117188
1.04280000,2.45117188,2.44209640,2.45117188
1.04320000,2.45117188,2.44382558,2.45117188
1.04360000,2.45117188,2.44533427,2.45117188
1.04400000,2.45117188,2.44652639,2.45117188
1.04440000,2.45117188,2.44746448,2.45117188
1.04480000,2.45117188,2.44824083,2.45117188
1.04520000,2.46582031,2.45220796,2.46581153
1.04560000,2.47070312,2.45653059,2.47070019
1.04600000,2.47070312,2.45987001,2.47070312
1.04640000,2.47070312,2.46240528,2.47070312
1.04680000,2.47070312,2.46431263,2.47070312
1.04720000,2.47070312,2.46577436,2.47070312
1.04760000,2.47070312,2.46696979,2.47070312
1.04800000,2.47070312,2.46792615,2.47070312
1.04840000,2.47070312,2.46861475,2.47070312
1.04880000,2.47070312,2.46910839,2.47070312
1.04920000,2.47070312,2.46949942,2.47070312
1.04960000,2.47070312,2.46980386,2.47070312
1.05000000,2.49023438,2.47488623,2.49022267
1.05040000,2.49023438,2.47849952,2.49023437
1.05080000,2.49023438,2.48105806,2.49023437
1.05120000,2.49023438,2.48290441,2.49023437
1.05160000,2.49023438,2.48427610,2.49023438
1.05200000,2.49023438,2.48536801,2.49023438
1.05240000,2.49023438,2.48633506,2.49023438
1.05280000,2.49023438,2.48716350,2.49023438
1.05320000,2.49023438,2.48781119,2.49023438
1.05360000,2.49023438,2.48834621,2.49023438
1.05400000,2.49023438,2.48879829,2.49023438
1.05440000,2.49023438,2.48915026,2.49023438
1.05480000,2.50976562,2.49407590,2.50975392
1.05520000,2.50976562,2.49762466,2.50976562
1.05560000,2.50976562,2.50018325,2.50976562
1.05600000,2.50976562,2.50206386,2.50976562
1.05640000,2.50976562,2.50348437,2.50976562
1.05680000,2.50976562,2.50463657,2.50976562
1.05720000,2.50976562,2.50567024,2.50976562
1.05760000,2.50976562,2.50655914,2.50976562
1.05800000,2.50976562,2.50724799,2.50976562
1.05840000,2.50976562,2.50780369,2.50976562
1.05880000,2.50976562,2.50827310,2.50976562
1.05920000,2.50976562,2.50864093,2.50976562
1.05960000,2.52929688,2.51363682,2.52928517
1.06000000,2.52929688,2.51723714,2.52929687
1.06040000,2.52929688,2.51982514,2.52929687
1.06080000,2.52929688,2.52171843,2.52929687
1.06120000,2.52929688,2.52314050,2.52929688
1.06160000,2.52929688,2.52428550,2.52929688
1.06200000,2.52929688,2.52530493,2.52929688
1.06240000,2.52929688,2.52617610,2.52929688
1.06280000,2.52929688,2.52684912,2.52929688
1.06320000,2.52929688,2.52739199,2.52929688
1.06360000,2.52929688,2.52784928,2.52929688
1.06400000,2.52929688,2.52820622,2.52929688
1.06440000,2.54882812,2.53318145,2.54881642
1.06480000,2.54882812,2.53676183,2.54882812
1.06520000,2.54882812,2.53933550,2.54882812
1.06560000,2.54882812,2.54121993,2.54882812
1.06600000,2.54882812,2.54263737,2.54882812
1.06640000,2.54882812,2.54378104,2.54882812
1.06680000,2.54882812,2.54480201,2.54882812
1.06720000,2.54882812,2.54567689,2.54882812
1.06760000,2.54882812,2.54635424,2.54882812
1.06800000,2.54882812,2.54690166,2.54882812
1.06840000,2.54882812,2.54736346,2.54882812
1.06880000,2.54882812,2.54772439,2.54882812
1.06920000,2.56835938,2.55270438,2.56834767
1.06960000,2.56835938,2.55629038,2.56835937
1.07000000,2.56835938,2.55886862,2.56835937
1.07040000,2.56835938,2.56075626,2.56835937
1.07080000,2.56835938,2.56217576,2.56835938
1.07120000,2.56835938,2.56332058,2.56835938
1.07160000,2.56835938,2.56434186,2.56835938
1.07200000,2.56835938,2.56521628,2.56835938
1.07240000,2.56835938,2.56589274,2.56835938
1.07280000,2.56835938,2.56643895,2.56835938
1.07320000,2.56835938,2.56689950,2.56835938
1.07360000,2.57324219,2.56846291,2.57323926
1.07400000,2.58789062,2.57314624,2.58788184
1.07440000,2.58789062,2.57651421,2.58789062
1.07480000,2.58789062,2.57893950,2.58789062
1.07520000,2.58789062,2.58071967,2.58789062
1.07560000,2.58789062,2.58206681,2.58789062
1.07600000,2.58789062,2.58317457,2.58789062
1.07640000,2.58789062,2.58415156,2.58789062
1.07680000,2.58789062,2.58502881,2.58789062
1.07720000,2.58789062,2.58569794,2.58789062
1.07760000,2.58789062,2.58622128,2.58789062
1.07800000,2.58789062,2.58663834,2.58789062
1.07840000,2.59277344,2.58817424,2.59277051
1.07880000,2.60742188,2.59280976,2.60741309
1.07920000,2.60742188,2.59611220,2.60742187
1.07960000,2.60742188,2.59848414,2.60742187
1.08000000,2.60742188,2.60022684,2.60742187
1.08040000,2.60742188,2.60154905,2.60742188
1.08080000,2.60742188,2.60264023,2.60742188
1.08120000,2.60742188,2.60360873,2.60742188
1.08160000,2.60742188,2.60448843,2.60742188
1.08200000,2.60742188,2.60516619,2.60742188
1.08240000,2.60742188,2.60570161,2.60742188
1.08280000,2.60742188,2.60612977,2.60742188
1.08320000,2.61230469,2.60767173,2.61230176
1.08360000,2.62695312,2.61231006,2.62694434
1.08400000,2.62695312,2.61562024,2.62695312
1.08440000,2.62695312,2.61800054,2.62695312
1.08480000,2.62695312,2.61975061,2.62695312
1.08520000,2.62695312,2.62107880,2.62695312
1.08560000,2.62695312,2.62217489,2.62695312
1.08600000,2.62695312,2.62314691,2.62695312
1.08640000,2.62695312,2.62402795,2.62695312
1.08680000,2.62207031,2.62357458,2.62207324
1.08720000,2.60742188,2.61964062,2.60743066
1.08760000,2.60742188,2.61630167,2.60742188
1.08800000,2.60742188,2.61381266,2.60742188
1.08840000,2.60742188,2.61209084,2.60742188
1.08880000,2.60742188,2.61092762,2.60742188
1.08920000,2.59765625,2.60794866,2.59766210
1.08960000,2.58789062,2.60391326,2.58789648
1.09000000,2.58789062,2.60101477,2.58789063
1.09040000,2.58789062,2.59883058,2.58789063
1.09080000,2.58789062,2.59713436,2.58789063
1.09120000,2.58789062,2.59578936,2.58789062
1.09160000,2.57324219,2.59268371,2.57325097
1.09200000,2.56835938,2.58947490,2.56836231
1.09240000,2.56835938,2.58674468,2.56835938
1.09280000,2.56835938,2.58429882,2.56835938
1.09320000,2.56835938,2.58216415,2.56835938
1.09360000,2.56835938,2.58032869,2.56835938
1.09400000,2.54882812,2.57618229,2.54883983
1.09440000,2.54882812,2.57251674,2.54882813
1.09480000,2.54882812,2.56564250,2.54882813
1.09520000,2.54882812,2.55848860,2.54882813
1.09560000,2.54882812,2.55454517,2.54882812
1.09600000,2.54882812,2.55248706,2.54882812
1.09640000,2.52929688,2.54524107,2.52930858
1.09680000,2.52929688,2.54087578,2.52929688
1.09720000,2.52929688,2.53222807,2.52929688
1.09760000,2.52929688,2.53022968,2.52929688
1.09800000,2.52929688,2.52968633,2.52929688
1.09840000,2.52441406,2.52712068,2.52441699
1.09880000,2.50976562,2.52011956,2.50977441
1.09920000,2.50976562,2.51664747,2.50976563
1.09960000,2.50976562,2.51468047,2.50976563
1.10000000,2.50976562,2.51346633,2.50976563
1.10040000,2.50976562,2.51266744,2.50976562
1.10080000,2.50000000,2.51025695,2.50000585
1.10120000,2.49023438,2.50684513,2.49024023
1.10160000,2.49023438,2.50426570,2.49023438
1.10200000,2.49023438,2.50218496,2.49023438
1.10240000,2.49023438,2.50049415,2.49023438
1.10280000,2.49023438,2.49910920,2.49023438
1.10320000,2.47558594,2.49606187,2.47559472
1.10360000,2.47070312,2.49287157,2.47070606
1.10400000,2.47070312,2.49010520,2.47070313
1.10440000,2.47070312,2.48755356,2.47070313
1.10480000,2.47070312,2.48529037,2.47070313
1.10520000,2.47070312,2.48332614,2.47070312
1.10560000,2.45117188,2.47900014,2.45118358
1.10600000,2.45117188,2.47508277,2.45117188
1.10640000,2.45117188,2.46424772,2.45117188
1.10680000,2.45117188,2.45630058,2.45117188
1.10720000,2.45117188,2.45348516,2.45117188
1.10760000,2.45117188,2.45240318,2.45117188
1.10800000,2.43164062,2.44422850,2.43165233
1.10840000,2.43164062,2.44003579,2.43164063
1.10880000,2.43164062,2.43466320,2.43164063
1.10920000,2.43164062,2.43290339,2.43164063
1.10960000,2.43164062,2.43227937,2.43164062
1.11000000,2.42675781,2.43000787,2.42676074
1.11040000,2.41210938,2.42389003,2.41211816
1.11080000,2.41210938,2.42051609,2.41210938
1.11120000,2.41210938,2.41843711,2.41210938
1.11160000,2.41210938,2.41706774,2.41210938
1.11200000,2.41210938,2.41611863,2.41210938
1.11240000,2.40234375,2.41375853,2.40234960
1.11280000,2.39257812,2.41045419,2.39258398
1.11320000,2.39257812,2.40786995,2.39257813
1.11360000,2.39257812,2.40572278,2.39257813
1.11400000,2.39257812,2.40393475,2.39257813
1.11440000,2.39257812,2.40244175,2.39257812
1.11480000,2.37792969,2.39931810,2.37793847
1.11520000,2.37304688,2.39604110,2.37304981
1.11560000,2.37304688,2.39315585,2.37304688
1.11600000,2.37304688,2.39030950,2.37304688
1.11640000,2.37304688,2.38775385,2.37304688
1.11680000,2.37304688,2.38555988,2.37304688
1.11720000,2.35839844,2.38151425,2.35840722
1.11760000,2.35351562,2.37721228,2.35351856
1.11800000,2.35351562,2.36405977,2.35351563
1.11840000,2.35351562,2.35702674,2.35351563
1.11880000,2.35351562,2.35494739,2.35351563
1.11920000,2.35351562,2.35422983,2.35351562
1.11960000,2.33398438,2.34575274,2.33399608
1.12000000,2.33398438,2.34162496,2.33398438
1.12040000,2.33398438,2.33916321,2.33398438
1.12080000,2.33398438,2.33764848,2.33398438
1.12120000,2.33398438,2.33668510,2.33398438
1.12160000,2.32910156,2.33492852,2.32910449
1.12200000,2.31445312,2.33075023,2.31446191
1.12240000,2.31445312,2.32778749,2.31445313
1.12280000,2.31445312,2.32552657,2.31445313
1.12320000,2.31445312,2.32377252,2.31445313
1.12360000,2.31445312,2.32239120,2.31445312
1.12400000,2.30468750,2.31991957,2.30469335
1.12440000,2.29492188,2.31659381,2.29492773
1.12480000,2.29492188,2.31380513,2.29492188
1.12520000,2.29492188,2.31130119,2.29492188
1.12560000,2.29492188,2.30911313,2.29492188
1.12600000,2.29492188,2.30723106,2.29492188
1.12640000,2.28515625,2.30433808,2.28516210
1.12680000,2.27539062,2.30055365,2.27539648
1.12720000,2.27539062,2.29668241,2.27539063
1.12760000,2.27539062,2.28871724,2.27539063
1.12800000,2.27539062,2.28349783,2.27539063
1.12840000,2.27539062,2.28063084,2.27539062
1.12880000,2.26074219,2.27448188,2.26075097
1.12920000,2.25585938,2.26941219,2.25586231
1.12960000,2.25585938,2.26529320,2.25585938
1.13000000,2.25585938,2.26072515,2.25585938
1.13040000,2.25585938,2.25852445,2.25585938
1.13080000,2.25585938,2.25748999,2.25585938
1.13120000,2.23632812,2.25056001,2.23633983
1.13160000,2.23632812,2.24661219,2.23632813
1.13200000,2.23632812,2.24414276,2.23632813
1.13240000,2.23632812,2.24248367,2.23632813
1.13280000,2.23632812,2.24131086,2.23632812
1.13320000,2.23144531,2.23960884,2.23144824
1.13360000,2.21679688,2.23600440,2.21680566
1.13400000,2.21679688,2.23318594,2.21679688
1.13440000,2.21679688,2.23081599,2.21679688
1.13480000,2.21679688,2.22883949,2.21679688
1.13520000,2.21679688,2.22719576,2.21679688
1.13560000,2.22167969,2.22646749,2.22167676
1.13600000,2.23632812,2.22773089,2.23631934
1.13640000,2.23632812,2.22880533,2.23632812
1.13680000,2.23632812,2.22979450,2.23632812
1.13720000,2.23632812,2.23068057,2.23632812
1.13760000,2.23632812,2.23146149,2.23632812
1.13800000,2.24609375,2.23353499,2.24608790
1.13840000,2.25585938,2.23692698,2.25585352
1.13880000,2.25585938,2.23988065,2.25585937
1.13920000,2.25585938,2.24279977,2.25585937
1.13960000,2.25585938,2.24546699,2.25585937
1.14000000,2.25585938,2.24779437,2.25585938
1.14040000,2.26562500,2.25225581,2.26561915
1.14080000,2.27539062,2.25862264,2.27538477
1.14120000,2.27539062,2.26306427,2.27539062
1.14160000,2.27539062,2.26606791,2.27539062
1.14200000,2.27539062,2.26814643,2.27539062
1.14240000,2.27539062,2.26966570,2.27539062
1.14280000,2.29003906,2.27408498,2.29003028
1.14320000,2.29492188,2.27891173,2.29491894
1.14360000,2.29492188,2.28249581,2.29492187
1.14400000,2.29492188,2.28510825,2.29492187
1.14440000,2.29492188,2.28707287,2.29492187
1.14480000,2.29492188,2.28874556,2.29492188
1.14520000,2.31445312,2.29496026,2.31444142
1.14560000,2.31445312,2.30008157,2.31445312
1.14600000,2.31445312,2.30367720,2.31445312
1.14640000,2.31445312,2.30615824,2.31445312
1.14680000,2.31445312,2.30795103,2.31445312
1.14720000,2.31445312,2.30941152,2.31445312
1.14760000,2.33398438,2.31552820,2.33397267
1.14800000,2.33398438,2.32036343,2.33398437
1.14840000,2.33398438,2.32377874,2.33398437
1.14880000,2.33398438,2.32614153,2.33398437
1.14920000,2.33398438,2.32788116,2.33398438
1.14960000,2.33886719,2.33047841,2.33886426
1.15000000,2.35351562,2.33647801,2.35350684
1.15040000,2.35351562,2.34111051,2.35351562
1.15080000,2.35351562,2.34429086,2.35351562
1.15120000,2.35351562,2.34646426,2.35351562
1.15160000,2.35351562,2.34806967,2.35351562
1.15200000,2.35839844,2.35058648,2.35839551
1.15240000,2.37304688,2.35653562,2.37303809
1.15280000,2.37304688,2.36089771,2.37304687
1.15320000,2.37304688,2.36387933,2.37304687
1.15360000,2.37304688,2.36596401,2.37304687
1.15400000,2.37304688,2.36757563,2.37304688
1.15440000,2.38281250,2.37132025,2.38280665
1.15480000,2.39257812,2.37696670,2.39257227
1.15520000,2.39257812,2.38111491,2.39257812
1.15560000,2.39257812,2.38394172,2.39257812
1.15600000,2.39257812,2.38591919,2.39257812
1.15640000,2.39257812,2.38745569,2.39257812
1.15680000,2.40234375,2.39118752,2.40233790
1.15720000,2.41210938,2.39679564,2.41210352
1.15760000,2.41210938,2.40072752,2.41210937
1.15800000,2.41210938,2.40341194,2.41210937
1.15840000,2.41210938,2.40533634,2.41210937
1.15880000,2.41210938,2.40688322,2.41210938
1.15920000,2.42675781,2.41184968,2.42674903
1.15960000,2.43164062,2.41713957,2.43163769
1.16000000,2.43164062,2.42086184,2.43164062
1.16040000,2.43164062,2.42340594,2.43164062
1.16080000,2.43164062,2.42523444,2.43164062
1.16120000,2.43164062,2.42671681,2.43164062
1.16160000,2.44628906,2.43170672,2.44628028
1.16200000,2.45117188,2.43695473,2.45116894
1.16240000,2.45117188,2.44056320,2.45117187
1.16280000,2.45117188,2.44302982,2.45117187
1.16320000,2.45117188,2.44483365,2.45117187
1.16360000,2.45117188,2.44631129,2.45117188
1.16400000,2.47070312,2.45256721,2.47069142
1.16440000,2.47070312,2.45747448,2.47070312
1.16480000,2.47070312,2.46084238,2.47070312
1.16520000,2.47070312,2.46314323,2.47070312
1.16560000,2.47070312,2.46483277,2.47070312
1.16600000,2.47558594,2.46739292,2.47558301
1.16640000,2.49023438,2.47336924,2.49022559
1.16680000,2.49023438,2.47796556,2.49023437
1.16720000,2.49023438,2.48111177,2.49023437
1.16760000,2.49023438,2.48326319,2.49023437
1.16800000,2.49023438,2.48486331,2.49023438
1.16840000,2.49511719,2.48738394,2.49511426
1.16880000,2.50976562,2.49334721,2.50975684
1.16920000,2.50976562,2.49771274,2.50976562
1.16960000,2.50976562,2.50068672,2.50976562
1.17000000,2.50976562,2.50276261,2.50976562
1.17040000,2.50976562,2.50436496,2.50976562
1.17080000,2.51953125,2.50810490,2.51952540
1.17120000,2.52929688,2.51374200,2.52929102
1.17160000,2.52929688,2.51788094,2.52929687
1.17200000,2.52929688,2.52069914,2.52929687
1.17240000,2.52929688,2.52267079,2.52929687
1.17280000,2.52929688,2.52420369,2.52929688
1.17320000,2.53906250,2.52793560,2.53905665
1.17360000,2.54882812,2.53354218,2.54882227
1.17400000,2.54882812,2.53747163,2.54882812
1.17440000,2.54882812,2.54015300,2.54882812
1.17480000,2.54882812,2.54207520,2.54882812
1.17520000,2.54882812,2.54361979,2.54882812
1.17560000,2.56347656,2.54858600,2.56346778
1.17600000,2.56835938,2.55387311,2.56835644
1.17640000,2.56835938,2.55759303,2.56835937
1.17680000,2.56835938,2.56013513,2.56835937
1.17720000,2.56835938,2.56196237,2.56835937
1.17760000,2.56835938,2.56344374,2.56835938
1.17800000,2.58300781,2.56843427,2.58299903
1.17840000,2.58789062,2.57368166,2.58788769
1.17880000,2.58789062,2.57728893,2.58789062
1.17920000,2.58789062,2.57975448,2.58789062
1.17960000,2.58789062,2.58155777,2.58789062
1.18000000,2.58789062,2.58303474,2.58789062
1.18040000,2.60742188,2.58929083,2.60741017
1.18080000,2.60742188,2.59419728,2.60742187
1.18120000,2.60742188,2.59756438,2.60742187
1.18160000,2.60742188,2.59986463,2.60742187
1.18200000,2.60742188,2.60155392,2.60742188
1.18240000,2.61230469,2.60411403,2.61230176
1.18280000,2.62695312,2.61009062,2.62694434
1.18320000,2.62695312,2.61468667,2.62695312
1.18360000,2.62695312,2.61783243,2.62695312
1.18400000,2.62695312,2.61998351,2.62695312
1.18440000,2.62695312,2.62158344,2.62695312
1.18480000,2.63183594,2.62410397,2.63183301
1.18520000,2.64648438,2.63006722,2.64647559
1.18560000,2.64648438,2.63443267,2.64648437
1.18600000,2.64648438,2.63740650,2.64648437
1.18640000,2.64648438,2.63948227,2.64648437
1.18680000,2.64648438,2.64108453,2.64648438
1.18720000,2.65625000,2.64482443,2.65624415
1.18760000,2.66601562,2.65046143,2.66600977
1.18800000,2.66601562,2.65460027,2.66601562
1.18840000,2.66601562,2.65741838,2.66601562
1.18880000,2.66601562,2.65938997,2.66601562
1.18920000,2.66601562,2.66092282,2.66601562
1.18960000,2.67578125,2.66465473,2.67577540
1.19000000,2.68554688,2.67026129,2.68554102
1.19040000,2.68554688,2.67419070,2.68554687
1.19080000,2.68554688,2.67687203,2.68554687
1.19120000,2.68554688,2.67879420,2.68554687
1.19160000,2.68554688,2.68033876,2.68554688
1.19200000,2.70019531,2.68530496,2.70018653
1.19240000,2.70507812,2.69059204,2.70507519
1.19280000,2.70507812,2.69431193,2.70507812
1.19320000,2.70507812,2.69685401,2.70507812
1.19360000,2.70507812,2.69868123,2.70507812
1.19400000,2.70507812,2.70016258,2.70507812
1.19440000,2.71972656,2.70515313,2.71971778
1.19480000,2.72460938,2.71040051,2.72460644
1.19520000,2.72460938,2.71400777,2.72460937
1.19560000,2.72460938,2.71647330,2.72460937
1.19600000,2.72460938,2.71827658,2.72460937
1.19640000,2.72460938,2.71975355,2.72460938
1.19680000,2.74414062,2.72600964,2.74412892
1.19720000,2.74414062,2.73091608,2.74414062
1.19760000,2.74414062,2.73428317,2.74414062
1.19800000,2.74414062,2.73658341,2.74414062
1.19840000,2.74414062,2.73827270,2.74414062
1.19880000,2.74414062,2.73967005,2.74414062
1.19920000,2.72460938,2.73570713,2.72462108
1.19960000,2.72460938,2.73248740,2.72460938
1.20000000,2.72460938,2.73008940,2.72460938
1.20040000,2.72460938,2.72823901,2.72460938
1.20080000,2.72460938,2.72692445,2.72460938
1.20120000,2.72460938,2.72613915,2.72460938
1.20160000,2.70507812,2.71983152,2.70508983
1.20200000,2.70507812,2.71599303,2.70507813
1.20240000,2.70507812,2.71350710,2.70507813
1.20280000,2.70507812,2.71180952,2.70507813
1.20320000,2.70507812,2.71059688,2.70507812
1.20360000,2.70507812,2.70969625,2.70507812
1.20400000,2.68554688,2.70607082,2.68555858
1.20440000,2.68554688,2.70319010,2.68554688
1.20480000,2.68554688,2.70072543,2.68554688
1.20520000,2.68554688,2.69864109,2.68554688
1.20560000,2.68554688,2.69688704,2.68554688
1.20600000,2.68554688,2.69540967,2.68554688
1.20640000,2.66601562,2.69167342,2.66602733
1.20680000,2.66601562,2.68845266,2.66601563
1.20720000,2.66601562,2.68416293,2.66601563
1.20760000,2.66601562,2.68034095,2.66601563
1.20800000,2.66601562,2.67737638,2.66601562
1.20840000,2.66601562,2.67515089,2.66601562
1.20880000,2.64648438,2.66985846,2.64649608
1.20920000,2.64648438,2.66570385,2.64648438
1.20960000,2.64648438,2.65104117,2.64648438
1.21000000,2.64648438,2.64780404,2.64648438
1.21040000,2.64648438,2.64699693,2.64648438
1.21080000,2.64648438,2.64673390,2.64648438
1.21120000,2.62695312,2.63830205,2.62696483
1.21160000,2.62695312,2.63427864,2.62695313
1.21200000,2.62695312,2.63199283,2.62695313
1.21240000,2.62695312,2.63061177,2.62695313
1.21280000,2.62695312,2.62972332,2.62695312
1.21320000,2.62695312,2.62913237,2.62695312
1.21360000,2.61230469,2.62595557,2.61231347
1.21400000,2.60742188,2.62281676,2.60742481
1.21440000,2.60742188,2.62034740,2.60742188
1.21480000,2.60742188,2.61838963,2.60742188
1.21520000,2.60742188,2.61682195,2.60742188
1.21560000,2.60742188,2.61554889,2.60742188
1.21600000,2.59277344,2.61259890,2.59278222
1.21640000,2.58789062,2.60949665,2.58789356
1.21680000,2.58789062,2.60676992,2.58789063
1.21720000,2.58789062,2.60434005,2.58789063
1.21760000,2.58789062,2.60220968,2.58789063
1.21800000,2.58789062,2.60036106,2.58789062
1.21840000,2.57324219,2.59687203,2.57325097
1.21880000,2.56835938,2.59312587,2.56836231
1.21920000,2.56835938,2.58535664,2.56835938
1.21960000,2.56835938,2.57748001,2.56835938
1.22000000,2.56835938,2.57346868,2.56835938
1.22040000,2.56835938,2.57150983,2.56835938
1.22080000,2.55371094,2.56565422,2.55371972
1.22120000,2.54882812,2.56086836,2.54883106
1.22160000,2.54882812,2.55573773,2.54882813
1.22200000,2.54882812,2.55282209,2.54882813
1.22240000,2.54882812,2.55133771,2.54882813
1.22280000,2.54882812,2.55054069,2.54882812
1.22320000,2.53417969,2.54611292,2.53418847
1.22360000,2.52929688,2.54219669,2.52929981
1.22400000,2.52929688,2.53954475,2.52929688
1.22440000,2.52929688,2.53764193,2.52929688
1.22480000,2.52929688,2.53622471,2.52929688
1.22520000,2.52929688,2.53514217,2.52929688
1.22560000,2.51464844,2.53216420,2.51465722
1.22600000,2.50976562,2.52909596,2.50976856
1.22640000,2.50976562,2.52651282,2.50976563
1.22680000,2.50976562,2.52430466,2.50976563
1.22720000,2.50976562,2.52241784,2.50976563
1.22760000,2.50976562,2.52080640,2.50976562
1.22800000,2.49511719,2.51758974,2.49512597
1.22840000,2.49023438,2.51418339,2.49023731
1.22880000,2.49023438,2.51051254,2.49023438
1.22920000,2.49023438,2.50658530,2.49023438
1.22960000,2.49023438,2.50325505,2.49023438
1.23000000,2.49023438,2.50065435,2.49023438
1.23040000,2.47558594,2.49583264,2.47559472
1.23080000,2.47070312,2.49109714,2.47070606
1.23120000,2.47070312,2.47845307,2.47070313
1.23160000,2.47070312,2.47326501,2.47070313
1.23200000,2.47070312,2.47176466,2.47070313
1.23240000,2.47070312,2.47124160,2.47070312
1.23280000,2.45605469,2.46501375,2.45606347
1.23320000,2.45117188,2.46027958,2.45117481
1.23360000,2.45117188,2.45760028,2.45117188
1.23400000,2.45117188,2.45593549,2.45117188
1.23440000,2.45117188,2.45483402,2.45117188
1.23480000,2.45117188,2.45408379,2.45117188
1.23520000,2.43652344,2.45087836,2.43653222
1.23560000,2.43164062,2.44770649,2.43164356
1.23600000,2.43164062,2.44523653,2.43164063
1.23640000,2.43164062,2.44325780,2.43164063
1.23680000,2.43164062,2.44164991,2.43164063
1.23720000,2.43164062,2.44032677,2.43164062
1.23760000,2.42187500,2.43797790,2.42188085
1.23800000,2.41210938,2.43477322,2.41211523
1.23840000,2.41210938,2.43192266,2.41210938
1.23880000,2.41210938,2.42935640,2.41210938
1.23920000,2.41210938,2.42709819,2.41210938
1.23960000,2.41210938,2.42513879,2.41210938
1.24000000,2.40234375,2.42217141,2.40234960
1.24040000,2.39257812,2.41826320,2.39258398
1.24080000,2.39257812,2.41363827,2.39257813
1.24120000,2.39257812,2.40214947,2.39257813
1.24160000,2.39257812,2.39702794,2.39257813
1.24200000,2.39257812,2.39496543,2.39257812
1.24240000,2.38281250,2.39019903,2.38281835
1.24280000,2.37304688,2.38449736,2.37305273
1.24320000,2.37304688,2.38091915,2.37304688
1.24360000,2.37304688,2.37802490,2.37304688
1.24400000,2.37304688,2.37631772,2.37304688
1.24440000,2.37304688,2.37533097,2.37304688
1.24480000,2.36328125,2.37218932,2.36328710
1.24520000,2.35351562,2.36796796,2.35352148
1.24560000,2.35351562,2.36508534,2.35351563
1.24600000,2.35351562,2.36299476,2.35351563
1.24640000,2.35351562,2.36142414,2.35351563
1.24680000,2.35351562,2.36021299,2.35351562
1.24720000,2.35351562,2.35925519,2.35351562
1.24760000,2.35351562,2.35848005,2.35351562
